the age:,Gender:,Area:,Current educational level:,marital status:,Employment status:,Do you use social media applications?,What social media platforms do you use?,What app do you use the most?,How many hours do you spend on social media platforms daily?,Do you feel anxious or stressed after reading negative comments on your posts?,Are you worried about missing out on important information or events when you're not using social media?,Do you feel that using social media has affected your ability to focus and accomplish daily tasks?,Do you think that consuming quick content (such as watching short videos and push notifications...) has affected your patience and ability to deal with long tasks?,Do you use social media right before going to sleep?,Do you have difficulty sleeping because of thinking about what you saw on social media platforms?,Does the number of likes or comments you get on your posts affect you?,Have you changed your opinion or feeling based on the reactions of others on social media platforms?,Do you prefer interacting with friends or family online rather than face-to-face?,How often do you find yourself using social media for longer than you planned?,How do you feel when you compare your life to the lives of others on social media?,"What methods, if any, do you use to limit your social media access?"
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Locket,",Instagram,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,Sometimes I feel like I don't find time for myself compared to when I see them photographing some of their diaries and outings,"Setting a timer for me on the mobile phone at such and such an hour. I will stop using the mobile phone, or move it away from the place where I am sitting. For example, put it on the bed and sit at the desk away from it to complete tasks, and so on. Put it on silent at times that require me to study or work on something important at that time. So as not to distract me"
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Youtube, WhatsApp, Telegram, Locket",WhatsApp,0.25,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.6666666666666666,0.0,0.6666666666666666,It's normal that I don't compare myself to them,Delete applications
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Pintrest",Snapchat,0.4166666666666667,0.2,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,"I know that life on social media is the better part of other people's lives in reality, and I know that I have a beautiful life in reality, and comparing life on social media makes me change some of the bad things in my actual life into good things.","I previously used the limits of applications, but now I see that I benefit from my time on social media applications. I use them in my free time and enjoy them, and this is what is required. Therefore, your portrayal of social media as an addictive tool bothers me. It helps many, makes many happy, and is considered a reward for me from the pressures of study and other things."
0.07058823529411767,Female,Riyadh,diploma,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.25,0.8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,I challenge myself to be better than them and learn from their experience and try it,Leave the cell phone away from me
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,0.4166666666666667,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,Lack and sadness,"Leave it in the first round 
 And go down to the ground floor"
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,"Student, unemployed",Yes,"Instagram, X (Twitter), LinkedIn, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,0.25,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,"Comparison is sometimes positive, such as seeing what others offer and thus developing the person?s skills and expanding perceptions, and then it is inspiring. 
 On the other hand, it is negative when your abilities are diminished because of your view of the success of others, and here it may turn into envy or frustration on the psychological level of the person. 
 What I want to say is that this matter depends on the person and his way of looking, and as for me, I like to see what others have to offer so that I can have greater experiences and learn more.",Often putting the mobile phone on silent mode and sometimes turning off the internet
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.5833333333333333,0.6000000000000001,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,1.0,0.0,0.0,Motivation to complete studies,nothing
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.25,0.8,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,nothing,Use the Do Not Disturb feature and put the phone in a far away place
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.4166666666666667,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,I don't feel,Leave the device away from me
0.0,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, WhatsApp, Telegram, Locket,",Instagram,0.5833333333333333,0.8,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,I don't like comparisons ??,No but I limit myself
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.4166666666666667,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,1.0,0.6666666666666666,0.0,"Feelings of inadequacy, frustration, and lack of desire to continue",Clarify the limits of applications
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.08333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.0,.,.
0.07058823529411767,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Instagram,0.4166666666666667,0.8,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.25,1.0,0.0,0.0,"The outlook differs from person to person depending on their situation, but in general there is a feeling of motivation to accomplish and achieve my plans, but it is impossible to be disappointed and lacking.","The first way is to read novels, because I personally prefer them to be a paper book, not an electronic book, and that is something that distracts me from devices in general, and also an important thing for me is to create an atmosphere of laughter with those around you, for example, your sisters, brothers, etc. Instead of everyone holding the mobile phone, you can suggest that you play games and It becomes a routine."
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Locket",TikTok,0.4166666666666667,0.8,1.0,1.0,0.6666666666666666,1.0,0.0,0.25,0.6666666666666666,0.0,1.0,I never compare,"Realistic social interaction, practicing hobbies"
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,0.5833333333333333,0.6000000000000001,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.0,Feeling somewhat inferior and frustrated when seeing the achievements of others,Set airplane mode or do anything manually
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",X (Twitter),0.4166666666666667,0.6000000000000001,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,"Frustration, a feeling of dissatisfaction even though life is not bad
 It causes feelings of denial of blessings and feelings of habituation to blessings",I don't charge my phone.
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,0.25,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0,I am negligent,"I set a Snapchat limit, but I don't stick to it"
0.1647058823529412,male,Riyadh,Bachelor's degree,bachelor,Not employed,Yes,"Facebook, Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Youtube,0.7499999999999999,0.4,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,I want to work more and accomplish more things,I don't do anything
0.1647058823529412,male,Riyadh,diploma,bachelor,Full time employee,Yes,"X (Twitter), LinkedIn, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,0.25,0.8,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.6666666666666666,1.0,"I feel that I can reach the level of motivation and inspiration they have achieved, and I do not care about the issue of deficiency and frustration","Access to my communication does not exceed 4 hours a day, and it is part of my work"
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Locket",Instagram,0.25,0.2,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,I don't prefer to compare my life to anyone,I complete my tasks before using them so that I do not realize that the day is over until after they are completed
0.0,Female,Riyadh,Less than high school,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Locket",TikTok,0.5833333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,0.0,incentive,A
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,0.5833333333333333,0.4,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,I don't compare myself to anyone's life,Set a specific time
0.39999999999999997,Female,Riyadh,High school or equivalent,married,housewife,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Instagram,0.25,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,It's normal and I don't care,Trying to get busy reading the Qur?an and some books
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Facebook, Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",X (Twitter),0.08333333333333333,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,1.0,0.0,1.0,"Frustration, but it gives me motivation, even if it is a bad motivation",Fox Mode on iPhone
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.08333333333333333,0.4,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,Sometimes and sometimes,Set limits on applications
0.2823529411764706,Female,Riyadh,Bachelor's degree,married,Not employed,Yes,"Instagram, X (Twitter), Snapchat, WhatsApp, Telegram",WhatsApp,0.4166666666666667,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.0,..,..
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Youtube,0.4166666666666667,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,1.0,jealousy,Border organization
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,0.4166666666666667,0.6000000000000001,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,incentivize,"Limits on applications, mobile shutdown"
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Youtube,0.4166666666666667,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,"Dissatisfaction, search for idealism, self-exhaustion","Setting other goals that occupy time and benefit me away from devices, such as sports and favorite hobbies."
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Youtube, WhatsApp, Telegram",Youtube,0.25,0.2,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,frustration,Set a timer on applications
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp",X (Twitter),0.5833333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,"A feeling of inadequacy and frustration,",Leave the device locked in the drawer
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,0.4166666666666667,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.0,Feeling frustrated and blaming yourself,Leave the device somewhere else or use the app limit feature
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.25,0.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,I don't like comparison,Leave the device in the room and leave it
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,0.08333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,0.0,I don't compare,Delete the application or put it in the library
0.39999999999999997,Female,Riyadh,Bachelor's degree,married,retired,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Locket",WhatsApp,0.4166666666666667,0.4,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,nothing,nothing
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,retired,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp",Instagram,0.7499999999999999,0.6000000000000001,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.0,"I don't feel anything, I just say thank God",nothing
0.0,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, Locket",Instagram,0.25,0.4,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,I don't compare,I didn't understand
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,"Student, housewife",Yes,"Instagram, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,0.08333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,"I can't compare to Razia, thank God",Being busy at home
0.1647058823529412,Female,Riyadh,Less than high school,married,housewife,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp",TikTok,0.5833333333333333,0.8,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,"Feeling inferior, demanding more benefits from life, and not being satisfied with the resistance I have available to my normal life","Being busy with various activities, such as housekeeping, going to events, or completing personal tasks"
0.0,Female,Riyadh,Less than high school,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.5833333333333333,0.6000000000000001,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,I'm jealous,"I don't know, but may God grant you success, reward you well, and grant you success ????"
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Youtube, WhatsApp, Telegram, Locket",X (Twitter),0.25,0.8,1.0,1.0,1.0,0.3333333333333333,0.0,0.75,1.0,0.6666666666666666,1.0,Not being satisfied,"Limits on applications, suspension of accounts for a period"
0.07058823529411767,male,Dammam,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,0.25,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,I don't compare,"Filling free time with useful things such as attending courses, sports, or real social communication with real people, and setting limits on the duration of use."
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Youtube, WhatsApp",Instagram,0.25,0.8,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,Motivating and sometimes frustrating,Put my device on Do Not Disturb and silent
0.0,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,0.5833333333333333,0.6000000000000001,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,With negative thinking,nothing
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, X (Twitter), LinkedIn, Snapchat, Youtube, WhatsApp, Telegram",Instagram,0.08333333333333333,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.25,0.0,0.0,1.0,I don't compare,Turn off notifications
0.0,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",X (Twitter),0.7499999999999999,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,Sometimes I wish for their lives,Turn off the phone
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok",TikTok,0.4166666666666667,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,incentive,Not charging the device
0.07058823529411767,Female,Riyadh,diploma,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Snapchat,0.08333333333333333,0.4,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,I'm not interested,no
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,0.4166666666666667,0.8,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,no,Put my phone on silent
1.0,male,Riyadh,Ph.D,married,Part-time employee,Yes,"Facebook, Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp",WhatsApp,0.25,0.8,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,Satisfied with what God has blessed me with and satisfied with what has been written for me from the Lord of the Worlds,Nothing
0.07058823529411767,Female,Riyadh,High school or equivalent,bachelor,student,Yes,"X (Twitter), LinkedIn, Youtube, WhatsApp, Telegram, Locket",Telegram,0.08333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,"A feeling of inadequacy and frustration, that I am late, and that someone else is continuing to achieve",I use Forest and delete the applications that I know are busy
0.07058823529411767,Female,Riyadh,High school or equivalent,married,student,Yes,"X (Twitter), TikTok, WhatsApp",WhatsApp,0.25,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,normal,I don't know
0.07058823529411767,Female,Riyadh,Bachelor's degree,bachelor,Not employed,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Instagram,0.5833333333333333,0.8,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,nothing,Leave it in another room + do not charge the device except once
